simulation_id,distance_min,angle_at_min,relative_speed_mean,cyclist_speed_mean,pedestrian_speed_mean,cyclist_speed_max,distance_mean,angle_mean,heading_mean,cyclist_delta_v_mean,pedestrian_delta_v_mean,cyclist_delta_v_abs_mean,pedestrian_delta_v_abs_mean,cyclist_acc_mean,pedestrian_acc_mean,cyclist_acc_mean_positive,pedestrian_acc_mean_positive,cyclist_dec_mean,pedestrian_dec_mean,model,speed_type,sfm,angle_increase_distance
17,1.130577,91.093608,3.2918613354520176,4.673242296482412,1.3937503015075376,5.946487,8.63639004522613,55.12179573366835,-0.998678232903605,-0.00023652261306532384,0.001216552763819095,0.056109437185929666,0.013502311557788945,0.5571361150482487,0.17932031667824272,0.9083431648630965,0.2712220823268031,-0.6245870517656068,-0.01979229989676843,Moussaid,Random,SFM,7.765187
18,1.263996,89.99394,3.4816846535110972,4.170485402654867,0.6952735353982301,5.227302,8.996882013274336,72.76942693362832,-0.3697000140220746,-0.00505546460176991,-0.003391070796460175,0.047000207964601755,0.009721115044247788,0.361348249178059,0.07406777201173442,0.6269402437446272,0.2103867021902045,-1.0229722709303668,-0.021176911324359452,Moussaid,Random,SFM,8.021762
19,1.266902,94.300132,3.433321783755391,4.6493224019607835,1.2332779362745097,6.114202,8.766859544117647,59.987967416666656,-0.362596858043057,0.0050774852941176465,0.002870583333333333,0.0500562205882353,0.009487132352941175,0.5293861440987037,0.1527679599194676,0.8033541185211754,0.17411017474551507,-1.1640070480382192,-0.01518599153768877,Moussaid,Random,SFM,8.058527
20,1.576066,93.551602,2.2234056676501153,3.7754388740157485,1.6231466614173231,4.597314,7.839532586614173,46.293310019685045,-1.3306513315118091,-0.008916598425196848,0.0015478818897637792,0.044607362204724416,0.011912188976377953,0.20097852449506115,0.16070691646131324,0.6402067949735881,0.2887447618119243,-0.8193165459023625,-0.024236303379635765,Moussaid,Random,SFM,6.652779
1,1.410795,92.248387,2.6565308325441013,4.232466202643171,1.6408302511013217,5.23661,8.238975806167401,48.99405643612335,0.217109582674122,0.013655486725663716,0.007536336283185841,0.02983673451327433,0.007980964601769912,0.34140377602609917,0.1884155218974089,0.7357113710775248,0.3479204301508628,-0.7880438894491075,-0.024155120196044096,Moussaid,Random,Without SFM,7.422852
2,1.16771,93.748033,2.957473281106346,4.558947594470046,1.6655677741935486,5.993487,8.477775801843316,51.65404871889401,-0.33070706436119535,0.00261727188940092,7.760368663594455e-05,0.04899903225806452,0.016026543778801847,0.4180453674159266,0.19655966719665216,0.880542908125896,0.36401968342015684,-0.8647452221537089,-0.02057828457490611,Moussaid,Random,Without SFM,7.603541
3,1.657656,95.532131,2.12991082736471,3.6138094448818903,1.5221591181102363,4.35857,7.795967566929134,41.45405721259843,-0.7564090378379038,-0.0038575157480314976,-0.0007942480314960635,0.03894517716535434,0.013118822834645669,0.25851652562536326,0.14723208022295103,0.6962837130859556,0.36572802104966573,-0.49185157618183445,-0.02284144573269312,Moussaid,Random,Without SFM,5.598219
4,1.322399,93.649776,2.865785444930984,4.338246221698113,1.4858406273584903,5.489575,8.376091047169812,49.80958505188679,0.01969617663709675,0.006598000000000003,1.8490566037733394e-06,0.04236735849056604,0.014741688679245284,0.4767360155189751,0.17707574510311308,0.7912313105972507,0.37215045530379903,-0.6105085031473705,-0.02953345855844107,Moussaid,Random,Without SFM,7.0491
5,1.255806,106.986399,1.7369848941458148,3.482202576208178,1.774615724907063,4.352979,8.257792148698886,26.434344022304835,-1.2251798966627092,-0.009728260223048329,-0.0057087434944237915,0.038374944237918214,0.02050838661710037,0.13216224315266742,-0.0027499793092001156,0.6214517025708398,0.39812835968695587,-0.5378174379682535,-0.7770121445391431,Moussaid,Random,Without SFM,5.753613
6,1.28265,87.119294,1.5306116212123568,3.0449029066666666,1.6729544500000002,3.752332,8.404138816666666,18.83643203,0.138626591916904,-0.002943756666666667,0.005360383333333334,0.02501667666666667,0.01861376333333334,0.046436308443499524,0.13266776655327844,0.555528842711238,0.6214927599825251,-0.4589527002061641,-0.5343508330268824,Moussaid,Random,Without SFM,3.883587
